normalizedLeafId	r13ResponseDiscriminant	requiredProofOrReceipt	r13EventSequence	lifecycleResultKind	exit	failClosedResultKind
N061.ae-none	poll.failure	none	-	run.poll_failed	70	run.poll_failed
N061.ae-optional	poll.failure	none	-	run.poll_failed	70	run.poll_failed
N061.ae-required	poll.failure	none	-	run.poll_failed	70	run.poll_failed
N062.ae-claimed	poll.failure	none	-	run.poll_failed	70	run.poll_failed
N062.ae-none	poll.failure	none	-	run.poll_failed	70	run.poll_failed
N062.ae-optional	poll.failure	none	-	run.poll_failed	70	run.poll_failed
N062.ae-required	poll.failure	none	-	run.poll_failed	70	run.poll_failed
N063.ae-claimed	poll.failure	none	-	run.poll_failed	70	run.poll_failed
N063.ae-none	poll.failure	none	-	run.poll_failed	70	run.poll_failed
N063.ae-optional	poll.failure	none	-	run.poll_failed	70	run.poll_failed
N063.ae-required	poll.failure	none	-	run.poll_failed	70	run.poll_failed
N064.ae-claimed	poll.failure	none	-	run.poll_failed	70	run.poll_failed
N064.ae-none	poll.failure	none	-	run.poll_failed	70	run.poll_failed
N064.ae-optional	poll.failure	none	-	run.poll_failed	70	run.poll_failed
N064.ae-required	poll.failure	none	-	run.poll_failed	70	run.poll_failed
N065.ae-claimed	poll.failure	none	-	run.poll_failed	70	run.poll_failed
N065.ae-none	poll.failure	none	-	run.poll_failed	70	run.poll_failed
N065.ae-optional	poll.failure	none	-	run.poll_failed	70	run.poll_failed
N065.ae-required	poll.failure	none	-	run.poll_failed	70	run.poll_failed
N066.ae-claimed	poll.failure	none	-	run.poll_failed	70	run.poll_failed
N066.ae-none	poll.failure	none	-	run.poll_failed	70	run.poll_failed
N066.ae-optional	poll.failure	none	-	run.poll_failed	70	run.poll_failed
N066.ae-required	poll.failure	none	-	run.poll_failed	70	run.poll_failed
N067.ae-claimed	poll.failure	none	-	run.poll_failed	70	run.poll_failed
N067.ae-none	poll.failure	none	-	run.poll_failed	70	run.poll_failed
N067.ae-optional	poll.failure	none	-	run.poll_failed	70	run.poll_failed
N067.ae-required	poll.failure	none	-	run.poll_failed	70	run.poll_failed
N068.base	send-click.failure	none	UploadFailed	run.upload_failed	70	run.send_failed
N069.base	send-click.failure	none	SlotHealthObserved	run.slot_readiness_failed	70	run.send_failed
N070.base	send-click.failure	none	ModelSelectionFailed	run.model_failed	70	run.send_failed
N071.base	send-click.failure	none	ModelSelectionFailed	run.model_failed	70	run.send_failed
N072.base	send-click.failure	none	SlotHealthObserved	run.slot_readiness_failed	70	run.send_failed
N073.send-clicked	send-click.success	send_receipt.post_click	SendClicked,TurnStartConfirmed,SessionBindingEstablished,RunningProjected	run.running	0	run.send_failed
N073.send-reconciled	send-reconcile.success	send_receipt.reconciled_turn_start	SendReconciled,TurnStartConfirmed,SessionBindingEstablished,RunningProjected	run.running	0	run.send_failed
N074.base	send-click.failure	none	SendUncertain	run.send_uncertain	70	run.send_failed
N075.base	send-click.failure	none	SlotHealthObserved	run.slot_readiness_failed	70	run.send_failed
N076.base	send-click.failure	none	SlotHealthObserved	run.slot_readiness_failed	70	run.send_failed
N077.base	send-click.failure	none	-	run.send_failed	70	run.send_failed
N078.base	send-click.failure	none	SlotHealthObserved	run.slot_readiness_failed	70	run.send_failed
N079.base	send-click.failure	none	-	run.send_failed	70	run.send_failed
N080.base	send-click.failure	none	-	run.send_failed	70	run.send_failed
N081.base	send-click.failure	none	-	run.send_failed	70	run.send_failed
N082.base	send-click.failure	none	-	run.send_failed	70	run.send_failed
N083.base	send-click.failure	none	-	run.send_failed	70	run.send_failed
N084.base	send-click.failure	none	-	run.send_failed	70	run.send_failed
N085.base	send-click.failure	none	-	run.send_failed	70	run.send_failed
N086.base	send-click.failure	none	-	run.send_failed	70	run.send_failed
N087.base	send-click.failure	none	-	run.send_failed	70	run.send_failed
N088.base	session-rebind.failure	none	SessionHydrationObserved,SessionHydrated,AnswerTerminal,ArtifactClaimEstablished,ArtifactControlsAbsent,ArtifactClaimFailed,TerminalPersisted	resume.artifact_required_failed	70	resume.content_unavailable
N089.artifact-empty	session-rebind.failure	none	SessionHydrationObserved,SessionHydrated,AnswerTerminal,ArtifactClaimEstablished,ArtifactControlsDiscovered,ArtifactDownloadAttemptConsumed,ArtifactClaimFailed,TerminalPersisted	resume.artifact_required_failed	70	resume.content_unavailable
N089.artifact-nonempty	session-rebind.failure	none	SessionHydrationObserved,SessionHydrated,AnswerTerminal,ArtifactClaimEstablished,ArtifactControlsDiscovered,ArtifactDownloadAttemptConsumed,ArtifactClaimFailed,TerminalPersisted	resume.artifact_required_failed	70	resume.content_unavailable
N090.artifact-empty	session-rebind.failure	none	SessionHydrationObserved,SessionHydrated,AnswerTerminal,ArtifactClaimEstablished,ArtifactControlsDiscovered,ArtifactDownloadAttemptConsumed,ArtifactClaimFailed,TerminalPersisted	resume.artifact_required_failed	70	resume.content_unavailable
N090.artifact-nonempty	session-rebind.failure	none	SessionHydrationObserved,SessionHydrated,AnswerTerminal,ArtifactClaimEstablished,ArtifactControlsDiscovered,ArtifactDownloadAttemptConsumed,ArtifactClaimFailed,TerminalPersisted	resume.artifact_required_failed	70	resume.content_unavailable
N091.artifact-nonempty	session-rebind.success	session_echo	SessionHydrationObserved,SessionHydrated,AnswerTerminal,ArtifactClaimEstablished,ArtifactControlsDiscovered,ArtifactDownloadAttemptConsumed,ArtifactDownloadCompleted,ArtifactClaimCompleted,TerminalPersisted	resume.terminal_success	0	resume.content_unavailable
N091.artifact-zero	session-rebind.success	session_echo	SessionHydrationObserved,SessionHydrated,AnswerTerminal,ArtifactClaimEstablished,ArtifactControlsAbsent,ArtifactClaimCompleted,TerminalPersisted	resume.terminal_success	0	resume.content_unavailable
N092.base	session-rebind.failure	none	SessionHydrationObserved,SessionHydrated,SlotHealthObserved	resume.provider_blocked	70	resume.content_unavailable
N093.base	session-rebind.success	session_echo	SessionHydrationObserved,SessionHydrated	resume.running	0	resume.content_unavailable
N094.answer-absent	session-rebind.success	session_echo	SessionHydrationObserved,SessionHydrated	resume.running	0	resume.content_unavailable
N094.answer-present	session-rebind.success	session_echo	SessionHydrationObserved,SessionHydrated	resume.running	0	resume.content_unavailable
N095.base	session-rebind.failure	none	SessionHydrationObserved	resume.content_unavailable	70	resume.content_unavailable
N096.base	session-rebind.failure	none	SessionHydrationObserved,SessionHydrated	resume.content_unavailable	70	resume.content_unavailable
N097.base	session-rebind.failure	none	SessionOperationFailed	resume.content_unavailable	70	resume.content_unavailable
N098.base	session-rebind.failure	none	SessionOperationFailed	resume.url_rejected	70	resume.content_unavailable
N099.base	session-rebind.failure	none	-	resume.provider_blocked	70	resume.content_unavailable
N100.base	session-rebind.failure	none	-	resume.content_unavailable	70	resume.content_unavailable
N101.base	session-rebind.failure	none	-	resume.content_unavailable	70	resume.content_unavailable
N102.base	session-rebind.failure	none	-	resume.content_unavailable	70	resume.content_unavailable
N103.base	session-rebind.failure	none	-	resume.content_unavailable	70	resume.content_unavailable
N104.base	session-rebind.failure	none	-	resume.content_unavailable	70	resume.content_unavailable
N105.base	session-rebind.failure	none	-	resume.content_unavailable	70	resume.content_unavailable
N106.base	session-rebind.failure	none	-	resume.content_unavailable	70	resume.content_unavailable
N107.base	session-rebind.failure	none	-	resume.content_unavailable	70	resume.content_unavailable
N108.base	session-rebind.failure	none	-	resume.content_unavailable	70	resume.content_unavailable
N109.base	session-rebind.success	session_echo	SessionHydrationObserved,SessionHydrated	show.terminal	0	show.content_unavailable
N110.base	session-rebind.failure	none	SessionHydrationObserved,SessionHydrated,SlotHealthObserved	show.provider_blocked	70	show.content_unavailable
N111.answer-absent	session-rebind.success	session_echo	SessionHydrationObserved,SessionHydrated	show.running	0	show.content_unavailable
N111.answer-present	session-rebind.success	session_echo	SessionHydrationObserved,SessionHydrated	show.running	0	show.content_unavailable
N112.base	session-rebind.failure	none	SessionHydrationObserved	show.content_unavailable	70	show.content_unavailable
N113.base	session-rebind.failure	none	SessionHydrationObserved,SessionHydrated	show.content_unavailable	70	show.content_unavailable
N114.base	session-rebind.failure	none	SessionOperationFailed	show.content_unavailable	70	show.content_unavailable
N115.base	session-rebind.failure	none	SessionOperationFailed	show.url_rejected	70	show.content_unavailable
N116.base	session-rebind.success	session_echo	SessionHydrationObserved,SessionHydrated	show.idle	0	show.content_unavailable
N117.base	session-rebind.failure	none	-	show.provider_blocked	70	show.content_unavailable
N118.base	session-rebind.failure	none	-	show.content_unavailable	70	show.content_unavailable
N119.base	session-rebind.failure	none	-	show.content_unavailable	70	show.content_unavailable
N120.base	session-rebind.failure	none	-	show.content_unavailable	70	show.content_unavailable
N121.base	session-rebind.failure	none	-	show.content_unavailable	70	show.content_unavailable
N122.base	session-rebind.failure	none	-	show.content_unavailable	70	show.content_unavailable
N123.base	session-rebind.failure	none	-	show.content_unavailable	70	show.content_unavailable
N124.base	session-rebind.failure	none	-	show.content_unavailable	70	show.content_unavailable
N125.base	session-rebind.failure	none	-	show.content_unavailable	70	show.content_unavailable
N126.base	session-rebind.failure	none	-	show.content_unavailable	70	show.content_unavailable
N127.base	status.success	none	SlotHealthObserved	status.blocked	0	status.runtime_probe_failed
N128.base	status.success	none	SlotHealthObserved	status.degraded	0	status.runtime_probe_failed
N129.base	status.success	status_probe	SlotHealthObserved	status.ready	0	status.runtime_probe_failed
N130.base	status.success	none	SlotHealthObserved	status.blocked	0	status.runtime_probe_failed
N131.base	status.success	none	SlotHealthObserved	status.degraded	0	status.runtime_probe_failed
N132.base	status.failure	none	-	status.runtime_probe_failed	70	status.runtime_probe_failed
N133.base	status.failure	none	-	status.runtime_probe_failed	70	status.runtime_probe_failed
N134.base	status.failure	none	-	status.runtime_probe_failed	70	status.runtime_probe_failed
N135.base	status.failure	none	-	status.runtime_probe_failed	70	status.runtime_probe_failed
N136.base	status.failure	none	-	status.runtime_probe_failed	70	status.runtime_probe_failed
N137.base	status.failure	none	-	status.runtime_probe_failed	70	status.runtime_probe_failed
N138.base	status.failure	none	-	status.runtime_probe_failed	70	status.runtime_probe_failed
N139.base	status.failure	none	-	status.runtime_probe_failed	70	status.runtime_probe_failed
N140.base	status.failure	none	-	status.runtime_probe_failed	70	status.runtime_probe_failed
