current_ordinal	current_operation	current_process_outcome	current_provider_status	current_result_variant	normalized_leaf_id	request_artifact_expectation	session_field_state	url_observation_kind	url_session_relation	answer_field_state	raw_artifact_field_state	artifact_claim_result	send_predecessor_kind	prior_receipt_ids	prior_event_ids	provider_reason	provider_exit	payload_leaf	lifecycle_result_kind	lifecycle_reason	ok	lifecycle_status	lifecycle_exit	retryable	retry_owner	retry_delay_ms	retry_budget	receipt_count	receipt_sequence	persistence_event_sequence	side_effect	fixture_id	command_id	cwd	expected_provider_rc	expected_lifecycle_rc	state_oracle	receipt_oracle_sequence	side_effect_oracle
30	download	exit_0	scroll.bottom_unverified	postclick_scroll_unverified	N030.ae-optional.artifact-empty	ae.optional	present_nonempty_validated	conversation_url	same_session	absent	artifactExpectation_present_ae.optional_artifacts_present_empty	claim_failed_postclick_scroll_unverified	none	receipt.prior.answer_terminal	event.prior.AnswerTerminal	visual_failure_reason	0	payload.N030.ae-optional.artifact-empty	terminal.download_artifact_failure	visual_failure_reason	false	scroll.bottom_unverified	0	false	none	0	0	2	receipt.prior.answer_terminal,receipt.failure.provider	event.prior.AnswerTerminal,event.ProviderArtifactClaimEstablishedR12,event.ProviderArtifactControlsDiscoveredR12,event.ProviderArtifactDownloadAttemptConsumedR12,event.ProviderArtifactClaimFailedR12,event.ProviderTerminalPersistedR12	artifact.claim.failure.persist	legal.N030.ae-optional.artifact-empty	cmd.N030.ae-optional.artifact-empty	stacks/gpt-webai-slot-pool	0	0	state.session.artifact_claim_failed	oracle.receipt.prior.answer_terminal.valid,oracle.receipt.failure.provider.valid	artifact.failure.no_canonical_artifact.valid
30	download	exit_0	scroll.bottom_unverified	postclick_scroll_unverified	N030.ae-optional.artifact-nonempty	ae.optional	present_nonempty_validated	conversation_url	same_session	absent	artifactExpectation_present_ae.optional_artifacts_present_nonempty_diagnostic	claim_failed_postclick_scroll_unverified	none	receipt.prior.answer_terminal	event.prior.AnswerTerminal	visual_failure_reason	0	payload.N030.ae-optional.artifact-nonempty	terminal.download_artifact_failure	visual_failure_reason	false	scroll.bottom_unverified	0	false	none	0	0	2	receipt.prior.answer_terminal,receipt.failure.provider	event.prior.AnswerTerminal,event.ProviderArtifactClaimEstablishedR12,event.ProviderArtifactControlsDiscoveredR12,event.ProviderArtifactDownloadAttemptConsumedR12,event.ProviderArtifactClaimFailedR12,event.ProviderTerminalPersistedR12	artifact.claim.failure.persist	legal.N030.ae-optional.artifact-nonempty	cmd.N030.ae-optional.artifact-nonempty	stacks/gpt-webai-slot-pool	0	0	state.session.artifact_claim_failed	oracle.receipt.prior.answer_terminal.valid,oracle.receipt.failure.provider.valid	artifact.failure.no_canonical_artifact.valid
30	download	exit_0	scroll.bottom_unverified	postclick_scroll_unverified	N030.ae-required.artifact-empty	ae.required	present_nonempty_validated	conversation_url	same_session	absent	artifactExpectation_present_ae.required_artifacts_present_empty	claim_failed_postclick_scroll_unverified	none	receipt.prior.answer_terminal	event.prior.AnswerTerminal	visual_failure_reason	0	payload.N030.ae-required.artifact-empty	terminal.download_artifact_failure	visual_failure_reason	false	scroll.bottom_unverified	0	false	none	0	0	2	receipt.prior.answer_terminal,receipt.failure.provider	event.prior.AnswerTerminal,event.ProviderArtifactClaimEstablishedR12,event.ProviderArtifactControlsDiscoveredR12,event.ProviderArtifactDownloadAttemptConsumedR12,event.ProviderArtifactClaimFailedR12,event.ProviderTerminalPersistedR12	artifact.claim.failure.persist	legal.N030.ae-required.artifact-empty	cmd.N030.ae-required.artifact-empty	stacks/gpt-webai-slot-pool	0	0	state.session.artifact_claim_failed	oracle.receipt.prior.answer_terminal.valid,oracle.receipt.failure.provider.valid	artifact.failure.no_canonical_artifact.valid
30	download	exit_0	scroll.bottom_unverified	postclick_scroll_unverified	N030.ae-required.artifact-nonempty	ae.required	present_nonempty_validated	conversation_url	same_session	absent	artifactExpectation_present_ae.required_artifacts_present_nonempty_diagnostic	claim_failed_postclick_scroll_unverified	none	receipt.prior.answer_terminal	event.prior.AnswerTerminal	visual_failure_reason	0	payload.N030.ae-required.artifact-nonempty	terminal.download_artifact_failure	visual_failure_reason	false	scroll.bottom_unverified	0	false	none	0	0	2	receipt.prior.answer_terminal,receipt.failure.provider	event.prior.AnswerTerminal,event.ProviderArtifactClaimEstablishedR12,event.ProviderArtifactControlsDiscoveredR12,event.ProviderArtifactDownloadAttemptConsumedR12,event.ProviderArtifactClaimFailedR12,event.ProviderTerminalPersistedR12	artifact.claim.failure.persist	legal.N030.ae-required.artifact-nonempty	cmd.N030.ae-required.artifact-nonempty	stacks/gpt-webai-slot-pool	0	0	state.session.artifact_claim_failed	oracle.receipt.prior.answer_terminal.valid,oracle.receipt.failure.provider.valid	artifact.failure.no_canonical_artifact.valid
31	download	exit_0	scroll.bottom_unverified	preclick_scroll_unverified	N031.ae-claimed	ae.claimed	present_nonempty_validated	conversation_url	same_session	absent	artifactExpectation_absent_artifacts_absent	claim_not_started	none	none	event.prior.SessionHydrated	visual_failure_reason	0	payload.N031.ae-claimed	terminal.download_failure	visual_failure_reason	false	scroll.bottom_unverified	0	false	none	0	0	1	receipt.failure.provider	event.prior.SessionHydrated,event.ProviderDownloadObservationR12	session.observation.persist	legal.N031.ae-claimed	cmd.N031.ae-claimed	stacks/gpt-webai-slot-pool	0	0	state.session.observed_failure	oracle.receipt.failure.provider.valid	session.observation.valid
31	download	exit_0	scroll.bottom_unverified	preclick_scroll_unverified	N031.ae-none	ae.none	present_nonempty_validated	conversation_url	same_session	absent	artifactExpectation_absent_artifacts_absent	claim_not_started	none	none	event.prior.SessionHydrated	visual_failure_reason	0	payload.N031.ae-none	terminal.download_failure	visual_failure_reason	false	scroll.bottom_unverified	0	false	none	0	0	1	receipt.failure.provider	event.prior.SessionHydrated,event.ProviderDownloadObservationR12	session.observation.persist	legal.N031.ae-none	cmd.N031.ae-none	stacks/gpt-webai-slot-pool	0	0	state.session.observed_failure	oracle.receipt.failure.provider.valid	session.observation.valid
31	download	exit_0	scroll.bottom_unverified	preclick_scroll_unverified	N031.ae-optional	ae.optional	present_nonempty_validated	conversation_url	same_session	absent	artifactExpectation_absent_artifacts_absent	claim_not_started	none	none	event.prior.SessionHydrated	visual_failure_reason	0	payload.N031.ae-optional	terminal.download_failure	visual_failure_reason	false	scroll.bottom_unverified	0	false	none	0	0	1	receipt.failure.provider	event.prior.SessionHydrated,event.ProviderDownloadObservationR12	session.observation.persist	legal.N031.ae-optional	cmd.N031.ae-optional	stacks/gpt-webai-slot-pool	0	0	state.session.observed_failure	oracle.receipt.failure.provider.valid	session.observation.valid
31	download	exit_0	scroll.bottom_unverified	preclick_scroll_unverified	N031.ae-required	ae.required	present_nonempty_validated	conversation_url	same_session	absent	artifactExpectation_absent_artifacts_absent	claim_not_started	none	none	event.prior.SessionHydrated	visual_failure_reason	0	payload.N031.ae-required	terminal.download_failure	visual_failure_reason	false	scroll.bottom_unverified	0	false	none	0	0	1	receipt.failure.provider	event.prior.SessionHydrated,event.ProviderDownloadObservationR12	session.observation.persist	legal.N031.ae-required	cmd.N031.ae-required	stacks/gpt-webai-slot-pool	0	0	state.session.observed_failure	oracle.receipt.failure.provider.valid	session.observation.valid
32	download	exit_0	session.content_unavailable	content_unavailable	N032.ae-claimed	ae.claimed	present_nonempty_validated	conversation_url	same_session	absent	artifactExpectation_absent_artifacts_absent	claim_not_started	none	none	event.prior.SessionHydrated	session.content_unavailable	0	payload.N032.ae-claimed	terminal.download_failure	session.content_unavailable	false	session.content_unavailable	0	false	none	0	0	1	receipt.failure.provider	event.prior.SessionHydrated,event.ProviderDownloadObservationR12	session.observation.persist	legal.N032.ae-claimed	cmd.N032.ae-claimed	stacks/gpt-webai-slot-pool	0	0	state.session.observed_failure	oracle.receipt.failure.provider.valid	session.observation.valid
32	download	exit_0	session.content_unavailable	content_unavailable	N032.ae-none	ae.none	present_nonempty_validated	conversation_url	same_session	absent	artifactExpectation_absent_artifacts_absent	claim_not_started	none	none	event.prior.SessionHydrated	session.content_unavailable	0	payload.N032.ae-none	terminal.download_failure	session.content_unavailable	false	session.content_unavailable	0	false	none	0	0	1	receipt.failure.provider	event.prior.SessionHydrated,event.ProviderDownloadObservationR12	session.observation.persist	legal.N032.ae-none	cmd.N032.ae-none	stacks/gpt-webai-slot-pool	0	0	state.session.observed_failure	oracle.receipt.failure.provider.valid	session.observation.valid
32	download	exit_0	session.content_unavailable	content_unavailable	N032.ae-optional	ae.optional	present_nonempty_validated	conversation_url	same_session	absent	artifactExpectation_absent_artifacts_absent	claim_not_started	none	none	event.prior.SessionHydrated	session.content_unavailable	0	payload.N032.ae-optional	terminal.download_failure	session.content_unavailable	false	session.content_unavailable	0	false	none	0	0	1	receipt.failure.provider	event.prior.SessionHydrated,event.ProviderDownloadObservationR12	session.observation.persist	legal.N032.ae-optional	cmd.N032.ae-optional	stacks/gpt-webai-slot-pool	0	0	state.session.observed_failure	oracle.receipt.failure.provider.valid	session.observation.valid
32	download	exit_0	session.content_unavailable	content_unavailable	N032.ae-required	ae.required	present_nonempty_validated	conversation_url	same_session	absent	artifactExpectation_absent_artifacts_absent	claim_not_started	none	none	event.prior.SessionHydrated	session.content_unavailable	0	payload.N032.ae-required	terminal.download_failure	session.content_unavailable	false	session.content_unavailable	0	false	none	0	0	1	receipt.failure.provider	event.prior.SessionHydrated,event.ProviderDownloadObservationR12	session.observation.persist	legal.N032.ae-required	cmd.N032.ae-required	stacks/gpt-webai-slot-pool	0	0	state.session.observed_failure	oracle.receipt.failure.provider.valid	session.observation.valid
33	download	exit_0	session.start_unconfirmed	root_url_unconfirmed	N033.ae-claimed	ae.claimed	present_nonempty_unaccepted	root_url	root_no_session	absent	artifactExpectation_absent_artifacts_absent	claim_not_started	none	none	event.prior.SessionRebindStarted	session.start_unconfirmed	0	payload.N033.ae-claimed	terminal.download_failure	session.start_unconfirmed	false	session.start_unconfirmed	0	false	none	0	0	1	receipt.failure.provider	event.prior.SessionRebindStarted,event.ProviderSessionUrlRejectedR12	session.rejected_observation.persist	legal.N033.ae-claimed	cmd.N033.ae-claimed	stacks/gpt-webai-slot-pool	0	0	state.session.rejected_observation	oracle.receipt.failure.provider.valid	session.rejected_observation.valid
33	download	exit_0	session.start_unconfirmed	root_url_unconfirmed	N033.ae-none	ae.none	present_nonempty_unaccepted	root_url	root_no_session	absent	artifactExpectation_absent_artifacts_absent	claim_not_started	none	none	event.prior.SessionRebindStarted	session.start_unconfirmed	0	payload.N033.ae-none	terminal.download_failure	session.start_unconfirmed	false	session.start_unconfirmed	0	false	none	0	0	1	receipt.failure.provider	event.prior.SessionRebindStarted,event.ProviderSessionUrlRejectedR12	session.rejected_observation.persist	legal.N033.ae-none	cmd.N033.ae-none	stacks/gpt-webai-slot-pool	0	0	state.session.rejected_observation	oracle.receipt.failure.provider.valid	session.rejected_observation.valid
33	download	exit_0	session.start_unconfirmed	root_url_unconfirmed	N033.ae-optional	ae.optional	present_nonempty_unaccepted	root_url	root_no_session	absent	artifactExpectation_absent_artifacts_absent	claim_not_started	none	none	event.prior.SessionRebindStarted	session.start_unconfirmed	0	payload.N033.ae-optional	terminal.download_failure	session.start_unconfirmed	false	session.start_unconfirmed	0	false	none	0	0	1	receipt.failure.provider	event.prior.SessionRebindStarted,event.ProviderSessionUrlRejectedR12	session.rejected_observation.persist	legal.N033.ae-optional	cmd.N033.ae-optional	stacks/gpt-webai-slot-pool	0	0	state.session.rejected_observation	oracle.receipt.failure.provider.valid	session.rejected_observation.valid
33	download	exit_0	session.start_unconfirmed	root_url_unconfirmed	N033.ae-required	ae.required	present_nonempty_unaccepted	root_url	root_no_session	absent	artifactExpectation_absent_artifacts_absent	claim_not_started	none	none	event.prior.SessionRebindStarted	session.start_unconfirmed	0	payload.N033.ae-required	terminal.download_failure	session.start_unconfirmed	false	session.start_unconfirmed	0	false	none	0	0	1	receipt.failure.provider	event.prior.SessionRebindStarted,event.ProviderSessionUrlRejectedR12	session.rejected_observation.persist	legal.N033.ae-required	cmd.N033.ae-required	stacks/gpt-webai-slot-pool	0	0	state.session.rejected_observation	oracle.receipt.failure.provider.valid	session.rejected_observation.valid
34	download	exit_0	session.start_unconfirmed	session_url_mismatch	N034.ae-claimed	ae.claimed	present_nonempty_unaccepted	conversation_url	different_session	absent	artifactExpectation_absent_artifacts_absent	claim_not_started	none	none	event.prior.SessionRebindStarted	session.url_mismatch	0	payload.N034.ae-claimed	terminal.download_failure	session.url_mismatch	false	session.start_unconfirmed	0	false	none	0	0	1	receipt.failure.provider	event.prior.SessionRebindStarted,event.ProviderSessionUrlRejectedR12	session.rejected_observation.persist	legal.N034.ae-claimed	cmd.N034.ae-claimed	stacks/gpt-webai-slot-pool	0	0	state.session.rejected_observation	oracle.receipt.failure.provider.valid	session.rejected_observation.valid
34	download	exit_0	session.start_unconfirmed	session_url_mismatch	N034.ae-none	ae.none	present_nonempty_unaccepted	conversation_url	different_session	absent	artifactExpectation_absent_artifacts_absent	claim_not_started	none	none	event.prior.SessionRebindStarted	session.url_mismatch	0	payload.N034.ae-none	terminal.download_failure	session.url_mismatch	false	session.start_unconfirmed	0	false	none	0	0	1	receipt.failure.provider	event.prior.SessionRebindStarted,event.ProviderSessionUrlRejectedR12	session.rejected_observation.persist	legal.N034.ae-none	cmd.N034.ae-none	stacks/gpt-webai-slot-pool	0	0	state.session.rejected_observation	oracle.receipt.failure.provider.valid	session.rejected_observation.valid
34	download	exit_0	session.start_unconfirmed	session_url_mismatch	N034.ae-optional	ae.optional	present_nonempty_unaccepted	conversation_url	different_session	absent	artifactExpectation_absent_artifacts_absent	claim_not_started	none	none	event.prior.SessionRebindStarted	session.url_mismatch	0	payload.N034.ae-optional	terminal.download_failure	session.url_mismatch	false	session.start_unconfirmed	0	false	none	0	0	1	receipt.failure.provider	event.prior.SessionRebindStarted,event.ProviderSessionUrlRejectedR12	session.rejected_observation.persist	legal.N034.ae-optional	cmd.N034.ae-optional	stacks/gpt-webai-slot-pool	0	0	state.session.rejected_observation	oracle.receipt.failure.provider.valid	session.rejected_observation.valid
34	download	exit_0	session.start_unconfirmed	session_url_mismatch	N034.ae-required	ae.required	present_nonempty_unaccepted	conversation_url	different_session	absent	artifactExpectation_absent_artifacts_absent	claim_not_started	none	none	event.prior.SessionRebindStarted	session.url_mismatch	0	payload.N034.ae-required	terminal.download_failure	session.url_mismatch	false	session.start_unconfirmed	0	false	none	0	0	1	receipt.failure.provider	event.prior.SessionRebindStarted,event.ProviderSessionUrlRejectedR12	session.rejected_observation.persist	legal.N034.ae-required	cmd.N034.ae-required	stacks/gpt-webai-slot-pool	0	0	state.session.rejected_observation	oracle.receipt.failure.provider.valid	session.rejected_observation.valid
35	download	exit_2	provider.schema_drift	missing_session	N035.ae-claimed	ae.claimed	absent	none	none	absent	artifactExpectation_absent_artifacts_absent	claim_not_started	none	none	none	provider.schema_drift	2	payload.N035.ae-claimed	terminal.download_failure	provider.schema_drift	false	provider.schema_drift	70	false	none	0	0	1	receipt.failure.provider	none	diagnostic.persist	legal.N035.ae-claimed	cmd.N035.ae-claimed	stacks/gpt-webai-slot-pool	2	70	state.unchanged	oracle.receipt.failure.provider.valid	diagnostic.no_artifact.valid
35	download	exit_2	provider.schema_drift	missing_session	N035.ae-none	ae.none	absent	none	none	absent	artifactExpectation_absent_artifacts_absent	claim_not_started	none	none	none	provider.schema_drift	2	payload.N035.ae-none	terminal.download_failure	provider.schema_drift	false	provider.schema_drift	70	false	none	0	0	1	receipt.failure.provider	none	diagnostic.persist	legal.N035.ae-none	cmd.N035.ae-none	stacks/gpt-webai-slot-pool	2	70	state.unchanged	oracle.receipt.failure.provider.valid	diagnostic.no_artifact.valid
35	download	exit_2	provider.schema_drift	missing_session	N035.ae-optional	ae.optional	absent	none	none	absent	artifactExpectation_absent_artifacts_absent	claim_not_started	none	none	none	provider.schema_drift	2	payload.N035.ae-optional	terminal.download_failure	provider.schema_drift	false	provider.schema_drift	70	false	none	0	0	1	receipt.failure.provider	none	diagnostic.persist	legal.N035.ae-optional	cmd.N035.ae-optional	stacks/gpt-webai-slot-pool	2	70	state.unchanged	oracle.receipt.failure.provider.valid	diagnostic.no_artifact.valid
35	download	exit_2	provider.schema_drift	missing_session	N035.ae-required	ae.required	absent	none	none	absent	artifactExpectation_absent_artifacts_absent	claim_not_started	none	none	none	provider.schema_drift	2	payload.N035.ae-required	terminal.download_failure	provider.schema_drift	false	provider.schema_drift	70	false	none	0	0	1	receipt.failure.provider	none	diagnostic.persist	legal.N035.ae-required	cmd.N035.ae-required	stacks/gpt-webai-slot-pool	2	70	state.unchanged	oracle.receipt.failure.provider.valid	diagnostic.no_artifact.valid
36	download	invocation_error	not_applicable	invocation_contract_invalid_artifact	N036.ae-claimed	ae.claimed	request_present_provider_payload_absent	none	none	none	none	claim_not_started	none	none	none	provider.contract.invalid_artifact	none	payload.N036.ae-claimed	terminal.invocation_failure	provider.contract.invalid_artifact	false	failed	70	false	none	0	0	1	receipt.failure.invocation	none	diagnostic.persist	legal.N036.ae-claimed	cmd.N036.ae-claimed	stacks/gpt-webai-slot-pool	none	70	state.unchanged	oracle.receipt.failure.invocation.valid	diagnostic.digest.valid
36	download	invocation_error	not_applicable	invocation_contract_invalid_artifact	N036.ae-none	ae.none	request_present_provider_payload_absent	none	none	none	none	claim_not_started	none	none	none	provider.contract.invalid_artifact	none	payload.N036.ae-none	terminal.invocation_failure	provider.contract.invalid_artifact	false	failed	70	false	none	0	0	1	receipt.failure.invocation	none	diagnostic.persist	legal.N036.ae-none	cmd.N036.ae-none	stacks/gpt-webai-slot-pool	none	70	state.unchanged	oracle.receipt.failure.invocation.valid	diagnostic.digest.valid
36	download	invocation_error	not_applicable	invocation_contract_invalid_artifact	N036.ae-optional	ae.optional	request_present_provider_payload_absent	none	none	none	none	claim_not_started	none	none	none	provider.contract.invalid_artifact	none	payload.N036.ae-optional	terminal.invocation_failure	provider.contract.invalid_artifact	false	failed	70	false	none	0	0	1	receipt.failure.invocation	none	diagnostic.persist	legal.N036.ae-optional	cmd.N036.ae-optional	stacks/gpt-webai-slot-pool	none	70	state.unchanged	oracle.receipt.failure.invocation.valid	diagnostic.digest.valid
36	download	invocation_error	not_applicable	invocation_contract_invalid_artifact	N036.ae-required	ae.required	request_present_provider_payload_absent	none	none	none	none	claim_not_started	none	none	none	provider.contract.invalid_artifact	none	payload.N036.ae-required	terminal.invocation_failure	provider.contract.invalid_artifact	false	failed	70	false	none	0	0	1	receipt.failure.invocation	none	diagnostic.persist	legal.N036.ae-required	cmd.N036.ae-required	stacks/gpt-webai-slot-pool	none	70	state.unchanged	oracle.receipt.failure.invocation.valid	diagnostic.digest.valid
37	download	invocation_error	not_applicable	invocation_contract_invalid_field	N037.ae-claimed	ae.claimed	request_present_provider_payload_absent	none	none	none	none	claim_not_started	none	none	none	provider.contract.invalid_field	none	payload.N037.ae-claimed	terminal.invocation_failure	provider.contract.invalid_field	false	failed	70	false	none	0	0	1	receipt.failure.invocation	none	diagnostic.persist	legal.N037.ae-claimed	cmd.N037.ae-claimed	stacks/gpt-webai-slot-pool	none	70	state.unchanged	oracle.receipt.failure.invocation.valid	diagnostic.digest.valid
37	download	invocation_error	not_applicable	invocation_contract_invalid_field	N037.ae-none	ae.none	request_present_provider_payload_absent	none	none	none	none	claim_not_started	none	none	none	provider.contract.invalid_field	none	payload.N037.ae-none	terminal.invocation_failure	provider.contract.invalid_field	false	failed	70	false	none	0	0	1	receipt.failure.invocation	none	diagnostic.persist	legal.N037.ae-none	cmd.N037.ae-none	stacks/gpt-webai-slot-pool	none	70	state.unchanged	oracle.receipt.failure.invocation.valid	diagnostic.digest.valid
37	download	invocation_error	not_applicable	invocation_contract_invalid_field	N037.ae-optional	ae.optional	request_present_provider_payload_absent	none	none	none	none	claim_not_started	none	none	none	provider.contract.invalid_field	none	payload.N037.ae-optional	terminal.invocation_failure	provider.contract.invalid_field	false	failed	70	false	none	0	0	1	receipt.failure.invocation	none	diagnostic.persist	legal.N037.ae-optional	cmd.N037.ae-optional	stacks/gpt-webai-slot-pool	none	70	state.unchanged	oracle.receipt.failure.invocation.valid	diagnostic.digest.valid
37	download	invocation_error	not_applicable	invocation_contract_invalid_field	N037.ae-required	ae.required	request_present_provider_payload_absent	none	none	none	none	claim_not_started	none	none	none	provider.contract.invalid_field	none	payload.N037.ae-required	terminal.invocation_failure	provider.contract.invalid_field	false	failed	70	false	none	0	0	1	receipt.failure.invocation	none	diagnostic.persist	legal.N037.ae-required	cmd.N037.ae-required	stacks/gpt-webai-slot-pool	none	70	state.unchanged	oracle.receipt.failure.invocation.valid	diagnostic.digest.valid
38	download	invocation_error	not_applicable	invocation_contract_not_object	N038.ae-claimed	ae.claimed	request_present_provider_payload_absent	none	none	none	none	claim_not_started	none	none	none	provider.contract.not_object	none	payload.N038.ae-claimed	terminal.invocation_failure	provider.contract.not_object	false	failed	70	false	none	0	0	1	receipt.failure.invocation	none	diagnostic.persist	legal.N038.ae-claimed	cmd.N038.ae-claimed	stacks/gpt-webai-slot-pool	none	70	state.unchanged	oracle.receipt.failure.invocation.valid	diagnostic.digest.valid
38	download	invocation_error	not_applicable	invocation_contract_not_object	N038.ae-none	ae.none	request_present_provider_payload_absent	none	none	none	none	claim_not_started	none	none	none	provider.contract.not_object	none	payload.N038.ae-none	terminal.invocation_failure	provider.contract.not_object	false	failed	70	false	none	0	0	1	receipt.failure.invocation	none	diagnostic.persist	legal.N038.ae-none	cmd.N038.ae-none	stacks/gpt-webai-slot-pool	none	70	state.unchanged	oracle.receipt.failure.invocation.valid	diagnostic.digest.valid
38	download	invocation_error	not_applicable	invocation_contract_not_object	N038.ae-optional	ae.optional	request_present_provider_payload_absent	none	none	none	none	claim_not_started	none	none	none	provider.contract.not_object	none	payload.N038.ae-optional	terminal.invocation_failure	provider.contract.not_object	false	failed	70	false	none	0	0	1	receipt.failure.invocation	none	diagnostic.persist	legal.N038.ae-optional	cmd.N038.ae-optional	stacks/gpt-webai-slot-pool	none	70	state.unchanged	oracle.receipt.failure.invocation.valid	diagnostic.digest.valid
38	download	invocation_error	not_applicable	invocation_contract_not_object	N038.ae-required	ae.required	request_present_provider_payload_absent	none	none	none	none	claim_not_started	none	none	none	provider.contract.not_object	none	payload.N038.ae-required	terminal.invocation_failure	provider.contract.not_object	false	failed	70	false	none	0	0	1	receipt.failure.invocation	none	diagnostic.persist	legal.N038.ae-required	cmd.N038.ae-required	stacks/gpt-webai-slot-pool	none	70	state.unchanged	oracle.receipt.failure.invocation.valid	diagnostic.digest.valid
39	download	invocation_error	not_applicable	invocation_contract_unknown_status	N039.ae-claimed	ae.claimed	request_present_provider_payload_absent	none	none	none	none	claim_not_started	none	none	none	provider.contract.unknown_status	none	payload.N039.ae-claimed	terminal.invocation_failure	provider.contract.unknown_status	false	failed	70	false	none	0	0	1	receipt.failure.invocation	none	diagnostic.persist	legal.N039.ae-claimed	cmd.N039.ae-claimed	stacks/gpt-webai-slot-pool	none	70	state.unchanged	oracle.receipt.failure.invocation.valid	diagnostic.digest.valid
39	download	invocation_error	not_applicable	invocation_contract_unknown_status	N039.ae-none	ae.none	request_present_provider_payload_absent	none	none	none	none	claim_not_started	none	none	none	provider.contract.unknown_status	none	payload.N039.ae-none	terminal.invocation_failure	provider.contract.unknown_status	false	failed	70	false	none	0	0	1	receipt.failure.invocation	none	diagnostic.persist	legal.N039.ae-none	cmd.N039.ae-none	stacks/gpt-webai-slot-pool	none	70	state.unchanged	oracle.receipt.failure.invocation.valid	diagnostic.digest.valid
39	download	invocation_error	not_applicable	invocation_contract_unknown_status	N039.ae-optional	ae.optional	request_present_provider_payload_absent	none	none	none	none	claim_not_started	none	none	none	provider.contract.unknown_status	none	payload.N039.ae-optional	terminal.invocation_failure	provider.contract.unknown_status	false	failed	70	false	none	0	0	1	receipt.failure.invocation	none	diagnostic.persist	legal.N039.ae-optional	cmd.N039.ae-optional	stacks/gpt-webai-slot-pool	none	70	state.unchanged	oracle.receipt.failure.invocation.valid	diagnostic.digest.valid
39	download	invocation_error	not_applicable	invocation_contract_unknown_status	N039.ae-required	ae.required	request_present_provider_payload_absent	none	none	none	none	claim_not_started	none	none	none	provider.contract.unknown_status	none	payload.N039.ae-required	terminal.invocation_failure	provider.contract.unknown_status	false	failed	70	false	none	0	0	1	receipt.failure.invocation	none	diagnostic.persist	legal.N039.ae-required	cmd.N039.ae-required	stacks/gpt-webai-slot-pool	none	70	state.unchanged	oracle.receipt.failure.invocation.valid	diagnostic.digest.valid
40	download	invocation_error	not_applicable	invocation_invalid_json	N040.ae-claimed	ae.claimed	request_present_provider_payload_absent	none	none	none	none	claim_not_started	none	none	none	provider.invalid_json	none	payload.N040.ae-claimed	terminal.invocation_failure	provider.invalid_json	false	failed	70	false	none	0	0	1	receipt.failure.invocation	none	diagnostic.persist	legal.N040.ae-claimed	cmd.N040.ae-claimed	stacks/gpt-webai-slot-pool	none	70	state.unchanged	oracle.receipt.failure.invocation.valid	diagnostic.digest.valid
40	download	invocation_error	not_applicable	invocation_invalid_json	N040.ae-none	ae.none	request_present_provider_payload_absent	none	none	none	none	claim_not_started	none	none	none	provider.invalid_json	none	payload.N040.ae-none	terminal.invocation_failure	provider.invalid_json	false	failed	70	false	none	0	0	1	receipt.failure.invocation	none	diagnostic.persist	legal.N040.ae-none	cmd.N040.ae-none	stacks/gpt-webai-slot-pool	none	70	state.unchanged	oracle.receipt.failure.invocation.valid	diagnostic.digest.valid
40	download	invocation_error	not_applicable	invocation_invalid_json	N040.ae-optional	ae.optional	request_present_provider_payload_absent	none	none	none	none	claim_not_started	none	none	none	provider.invalid_json	none	payload.N040.ae-optional	terminal.invocation_failure	provider.invalid_json	false	failed	70	false	none	0	0	1	receipt.failure.invocation	none	diagnostic.persist	legal.N040.ae-optional	cmd.N040.ae-optional	stacks/gpt-webai-slot-pool	none	70	state.unchanged	oracle.receipt.failure.invocation.valid	diagnostic.digest.valid
40	download	invocation_error	not_applicable	invocation_invalid_json	N040.ae-required	ae.required	request_present_provider_payload_absent	none	none	none	none	claim_not_started	none	none	none	provider.invalid_json	none	payload.N040.ae-required	terminal.invocation_failure	provider.invalid_json	false	failed	70	false	none	0	0	1	receipt.failure.invocation	none	diagnostic.persist	legal.N040.ae-required	cmd.N040.ae-required	stacks/gpt-webai-slot-pool	none	70	state.unchanged	oracle.receipt.failure.invocation.valid	diagnostic.digest.valid
41	download	invocation_error	not_applicable	invocation_io_error	N041.ae-claimed	ae.claimed	request_present_provider_payload_absent	none	none	none	none	claim_not_started	none	none	none	provider.io_error	none	payload.N041.ae-claimed	terminal.invocation_failure	provider.io_error	false	failed	70	false	none	0	0	1	receipt.failure.invocation	none	diagnostic.persist	legal.N041.ae-claimed	cmd.N041.ae-claimed	stacks/gpt-webai-slot-pool	none	70	state.unchanged	oracle.receipt.failure.invocation.valid	diagnostic.digest.valid
41	download	invocation_error	not_applicable	invocation_io_error	N041.ae-none	ae.none	request_present_provider_payload_absent	none	none	none	none	claim_not_started	none	none	none	provider.io_error	none	payload.N041.ae-none	terminal.invocation_failure	provider.io_error	false	failed	70	false	none	0	0	1	receipt.failure.invocation	none	diagnostic.persist	legal.N041.ae-none	cmd.N041.ae-none	stacks/gpt-webai-slot-pool	none	70	state.unchanged	oracle.receipt.failure.invocation.valid	diagnostic.digest.valid
