path	disposition	note
stacks/gpt-webai-slot-pool/provider/chatgpt-playwright/lib/commands/send-click.mjs	new	-
stacks/gpt-webai-slot-pool/provider/chatgpt-playwright/lib/commands/send-reconcile.mjs	new	-
stacks/gpt-webai-slot-pool/provider/chatgpt-playwright/lib/commands/send.mjs	modify	-
stacks/gpt-webai-slot-pool/provider/chatgpt-playwright/lib/commands/session.mjs	modify	-
stacks/gpt-webai-slot-pool/provider/chatgpt-playwright/lib/commands/shared.mjs	modify	-
stacks/gpt-webai-slot-pool/provider/chatgpt-playwright/lib/commands/status.mjs	modify	-
stacks/gpt-webai-slot-pool/provider/chatgpt-playwright/lib/commands/upload-only.mjs	new	-
stacks/gpt-webai-slot-pool/provider/chatgpt-playwright/lib/common.mjs	modify	-
stacks/gpt-webai-slot-pool/provider/chatgpt-playwright/lib/contracts/r13.mjs	new	-
stacks/gpt-webai-slot-pool/provider/chatgpt-playwright/lib/diagnostics.mjs	modify	-
stacks/gpt-webai-slot-pool/provider/chatgpt-playwright/lib/diagnostics/dom.mjs	modify	-
stacks/gpt-webai-slot-pool/provider/chatgpt-playwright/lib/diagnostics/files.mjs	modify	-
stacks/gpt-webai-slot-pool/provider/chatgpt-playwright/lib/diagnostics/paths.mjs	modify	-
stacks/gpt-webai-slot-pool/provider/chatgpt-playwright/lib/diagnostics/sanitize.mjs	modify	-
stacks/gpt-webai-slot-pool/provider/chatgpt-playwright/lib/model-evidence.mjs	modify	-
stacks/gpt-webai-slot-pool/provider/chatgpt-playwright/lib/model-evidence/browser.mjs	modify	-
stacks/gpt-webai-slot-pool/provider/chatgpt-playwright/lib/model-evidence/sanitize.mjs	modify	-
stacks/gpt-webai-slot-pool/provider/chatgpt-playwright/lib/model-evidence/signals.mjs	modify	-
stacks/gpt-webai-slot-pool/provider/chatgpt-playwright/lib/provider-limit.mjs	modify	-
stacks/gpt-webai-slot-pool/provider/chatgpt-playwright/lib/readiness.mjs	modify	-
stacks/gpt-webai-slot-pool/provider/chatgpt-playwright/lib/root-selector.mjs	new	-
stacks/gpt-webai-slot-pool/provider/chatgpt-playwright/lib/schemas.mjs	modify	-
stacks/gpt-webai-slot-pool/provider/chatgpt-playwright/lib/scroll-proof.mjs	modify	-
stacks/gpt-webai-slot-pool/provider/chatgpt-playwright/lib/scroll-proof/affordances.mjs	modify	-
stacks/gpt-webai-slot-pool/provider/chatgpt-playwright/lib/scroll-proof/build.mjs	modify	-
stacks/gpt-webai-slot-pool/provider/chatgpt-playwright/lib/scroll-proof/png.mjs	modify	-
stacks/gpt-webai-slot-pool/provider/chatgpt-playwright/lib/scroll-proof/right-edge.mjs	modify	-
stacks/gpt-webai-slot-pool/provider/chatgpt-playwright/lib/scroll-proof/summaries.mjs	modify	-
stacks/gpt-webai-slot-pool/provider/chatgpt-playwright/lib/scroll-proof/util.mjs	modify	-
stacks/gpt-webai-slot-pool/provider/chatgpt-playwright/lib/send-confirmation.mjs	modify	-
stacks/gpt-webai-slot-pool/provider/chatgpt-playwright/lib/session-rebind.mjs	new	-
stacks/gpt-webai-slot-pool/provider/chatgpt-playwright/lib/turns.mjs	modify	-
stacks/gpt-webai-slot-pool/provider/chatgpt-playwright/package-lock.json	keep	-
stacks/gpt-webai-slot-pool/provider/chatgpt-playwright/package.json	keep	-
stacks/gpt-webai-slot-pool/provider/chatgpt-playwright/test/artifact-download-r13.test.mjs	new	-
stacks/gpt-webai-slot-pool/provider/chatgpt-playwright/test/artifacts-download-fallback.test.mjs	modify	-
stacks/gpt-webai-slot-pool/provider/chatgpt-playwright/test/artifacts-download-reclick.test.mjs	modify	-
stacks/gpt-webai-slot-pool/provider/chatgpt-playwright/test/artifacts-fixtures.mjs	modify	-
stacks/gpt-webai-slot-pool/provider/chatgpt-playwright/test/artifacts-identity-scope.test.mjs	modify	-
stacks/gpt-webai-slot-pool/provider/chatgpt-playwright/test/artifacts-manifest.test.mjs	modify	-
stacks/gpt-webai-slot-pool/provider/chatgpt-playwright/test/bottom-scroll.test.mjs	modify	-
stacks/gpt-webai-slot-pool/provider/chatgpt-playwright/test/browser-composer.test.mjs	modify	-
stacks/gpt-webai-slot-pool/provider/chatgpt-playwright/test/browser-session.test.mjs	modify	-
stacks/gpt-webai-slot-pool/provider/chatgpt-playwright/test/common.test.mjs	modify	-
stacks/gpt-webai-slot-pool/provider/chatgpt-playwright/test/contracts-r13.test.mjs	new	-
stacks/gpt-webai-slot-pool/provider/chatgpt-playwright/test/diagnostics.test.mjs	modify	-
stacks/gpt-webai-slot-pool/provider/chatgpt-playwright/test/diagnostics/fixtures.mjs	modify	-
stacks/gpt-webai-slot-pool/provider/chatgpt-playwright/test/diagnostics/hash.test-module.mjs	modify	-
stacks/gpt-webai-slot-pool/provider/chatgpt-playwright/test/diagnostics/provider-limit.test-module.mjs	modify	-
stacks/gpt-webai-slot-pool/provider/chatgpt-playwright/test/diagnostics/write.test-module.mjs	modify	-
stacks/gpt-webai-slot-pool/provider/chatgpt-playwright/test/fixtures/floating-down-arrow-affordance.png	modify	-
stacks/gpt-webai-slot-pool/provider/chatgpt-playwright/test/fixtures/right-edge-scrollbar-not-bottom.png	modify	-
stacks/gpt-webai-slot-pool/provider/chatgpt-playwright/test/model-evidence.test.mjs	modify	-
stacks/gpt-webai-slot-pool/provider/chatgpt-playwright/test/model-selection-r13.test.mjs	new	-
stacks/gpt-webai-slot-pool/provider/chatgpt-playwright/test/poll-r13.test.mjs	new	-
stacks/gpt-webai-slot-pool/provider/chatgpt-playwright/test/privacy-evidence-r13.test.mjs	new	-
stacks/gpt-webai-slot-pool/provider/chatgpt-playwright/test/provider-limit.test.mjs	modify	-
stacks/gpt-webai-slot-pool/provider/chatgpt-playwright/test/provider-normalization-r12.test.mjs	new	-
stacks/gpt-webai-slot-pool/provider/chatgpt-playwright/test/readiness.test.mjs	modify	-
stacks/gpt-webai-slot-pool/provider/chatgpt-playwright/test/root-selector-r13.test.mjs	new	-
stacks/gpt-webai-slot-pool/provider/chatgpt-playwright/test/schemas.test.mjs	modify	-
stacks/gpt-webai-slot-pool/provider/chatgpt-playwright/test/scroll-proof-v16.test.mjs	modify	-
stacks/gpt-webai-slot-pool/provider/chatgpt-playwright/test/scroll-proof.test.mjs	modify	-
stacks/gpt-webai-slot-pool/provider/chatgpt-playwright/test/send-confirmation.test.mjs	modify	-
stacks/gpt-webai-slot-pool/provider/chatgpt-playwright/test/send-reconcile-r13.test.mjs	new	-
stacks/gpt-webai-slot-pool/provider/chatgpt-playwright/test/session-rebind-r13.test.mjs	new	-
stacks/gpt-webai-slot-pool/provider/chatgpt-playwright/test/turns.test.mjs	modify	-
stacks/gpt-webai-slot-pool/provider/chatgpt-playwright/test/upload-only-r13.test.mjs	new	-
stacks/gpt-webai-slot-pool/scripts/check-cli-fixtures-r13.py	new	-
stacks/gpt-webai-slot-pool/scripts/check-provider-normalization-r12.mjs	generated	-
stacks/gpt-webai-slot-pool/scripts/generate-r12-to-r13-crosswalk.mjs	generated	-
stacks/gpt-webai-slot-pool/scripts/lib/live-smoke/cases.sh	modify	-
stacks/gpt-webai-slot-pool/scripts/lib/live-smoke/common.sh	modify	-
stacks/gpt-webai-slot-pool/scripts/lib/live-smoke/parallel.sh	modify	-
stacks/gpt-webai-slot-pool/scripts/lib/live-smoke/validation-downloads.sh	modify	-
stacks/gpt-webai-slot-pool/scripts/lib/live-smoke/validation.sh	modify	-
stacks/gpt-webai-slot-pool/scripts/live-smoke-diagnostics-check.mjs	modify	-
stacks/gpt-webai-slot-pool/scripts/live-smoke-slot-summary.mjs	modify	-
stacks/gpt-webai-slot-pool/scripts/live-smoke.sh	modify	-
stacks/gpt-webai-slot-pool/scripts/qa-file-disposition.r13.tsv	generated	-
stacks/gpt-webai-slot-pool/scripts/qa-fingerprint-r13.sh	generated	-
stacks/gpt-webai-slot-pool/scripts/qa-live-matrix-cases.r13.tsv	new	R25-C6
stacks/gpt-webai-slot-pool/scripts/qa-live-matrix-r13.sh	generated	-
stacks/gpt-webai-slot-pool/scripts/qa-pr72-baseline-r13.py	new	-
stacks/gpt-webai-slot-pool/scripts/qa-pr72-final-r13.py	new	-
stacks/gpt-webai-slot-pool/scripts/slot-entrypoint.sh	modify	R24-Q7
stacks/gpt-webai-slot-pool/scripts/slot-healthcheck.sh	modify	-
stacks/gpt-webai-slot-pool/tests/fixtures/cli-r13/accepted.jsonl	generated	-
stacks/gpt-webai-slot-pool/tests/fixtures/cli-r13/rejected.jsonl	generated	-
stacks/gpt-webai-slot-pool/tests/fixtures/lifecycle-r13/	generated	R26-D6a
stacks/gpt-webai-slot-pool/tests/fixtures/provider-r12/legal-catalog.jsonl	generated	-
stacks/gpt-webai-slot-pool/tests/fixtures/provider-r12/negative-catalog.jsonl	generated	-
stacks/gpt-webai-slot-pool/tests/fixtures/provider-r12/semantic-replay.jsonl	generated	-
stacks/gpt-webai-slot-pool/tests/gpt-webai-lifecycle/fixtures/README.md	modify	-
stacks/gpt-webai-slot-pool/tests/gpt-webai-lifecycle/fixtures/fake-bin/agbrowse	delete	R24-Q7
stacks/gpt-webai-slot-pool/tests/gpt-webai-lifecycle/fixtures/fake-bin/gpt-webai-provider	modify	-
stacks/gpt-webai-slot-pool/tests/gpt-webai-lifecycle/test.sh	modify	-
